image_path pid camid material
.\MVB_train\Image\1729_p_1.jpg 1729 p_1 hard
.\MVB_train\Image\1729_p_2.jpg 1729 p_2 hard
.\MVB_train\Image\1729_p_4.jpg 1729 p_4 hard
.\MVB_train\Image\1730_g_1.jpg 1730 g_1 hard
.\MVB_train\Image\1730_g_2.jpg 1730 g_2 hard
.\MVB_train\Image\1730_g_3.jpg 1730 g_3 hard
.\MVB_train\Image\1730_p_3.jpg 1730 p_3 hard
.\MVB_train\Image\1730_p_4.jpg 1730 p_4 hard
.\MVB_train\Image\1731_g_1.jpg 1731 g_1 hard
.\MVB_train\Image\1731_g_2.jpg 1731 g_2 hard
.\MVB_train\Image\1731_g_3.jpg 1731 g_3 hard
.\MVB_train\Image\1731_p_1.jpg 1731 p_1 hard
.\MVB_train\Image\1731_p_2.jpg 1731 p_2 hard
.\MVB_train\Image\1731_p_3.jpg 1731 p_3 hard
.\MVB_train\Image\1732_g_1.jpg 1732 g_1 paperboard
.\MVB_train\Image\1732_g_2.jpg 1732 g_2 paperboard
.\MVB_train\Image\1732_g_3.jpg 1732 g_3 paperboard
.\MVB_train\Image\1732_p_3.jpg 1732 p_3 paperboard
.\MVB_train\Image\1732_p_4.jpg 1732 p_4 paperboard
.\MVB_train\Image\1733_g_1.jpg 1733 g_1 hard
.\MVB_train\Image\1733_g_2.jpg 1733 g_2 hard
.\MVB_train\Image\1733_g_3.jpg 1733 g_3 hard
.\MVB_train\Image\1733_p_3.jpg 1733 p_3 hard
.\MVB_train\Image\1733_p_4.jpg 1733 p_4 hard
.\MVB_train\Image\1734_g_1.jpg 1734 g_1 hard
.\MVB_train\Image\1734_g_2.jpg 1734 g_2 hard
.\MVB_train\Image\1734_g_3.jpg 1734 g_3 hard
.\MVB_train\Image\1734_p_1.jpg 1734 p_1 hard
.\MVB_train\Image\1734_p_2.jpg 1734 p_2 hard
.\MVB_train\Image\1735_g_2.jpg 1735 g_2 hard
.\MVB_train\Image\1735_g_3.jpg 1735 g_3 hard
.\MVB_train\Image\1735_p_1.jpg 1735 p_1 hard
.\MVB_train\Image\1735_p_2.jpg 1735 p_2 hard
.\MVB_train\Image\1735_p_4.jpg 1735 p_4 hard
.\MVB_train\Image\1736_g_1.jpg 1736 g_1 hard
.\MVB_train\Image\1736_g_2.jpg 1736 g_2 hard
.\MVB_train\Image\1736_g_3.jpg 1736 g_3 hard
.\MVB_train\Image\1736_p_2.jpg 1736 p_2 hard
.\MVB_train\Image\1736_p_4.jpg 1736 p_4 hard
.\MVB_train\Image\1737_g_1.jpg 1737 g_1 hard
.\MVB_train\Image\1737_g_2.jpg 1737 g_2 hard
.\MVB_train\Image\1737_g_3.jpg 1737 g_3 hard
.\MVB_train\Image\1737_p_1.jpg 1737 p_1 hard
.\MVB_train\Image\1737_p_4.jpg 1737 p_4 hard
.\MVB_train\Image\1738_g_2.jpg 1738 g_2 hard
.\MVB_train\Image\1738_p_3.jpg 1738 p_3 hard
.\MVB_train\Image\1738_p_4.jpg 1738 p_4 hard
.\MVB_train\Image\1739_g_1.jpg 1739 g_1 hard
.\MVB_train\Image\1739_g_2.jpg 1739 g_2 hard
.\MVB_train\Image\1739_g_3.jpg 1739 g_3 hard
.\MVB_train\Image\1739_p_1.jpg 1739 p_1 hard
.\MVB_train\Image\1739_p_4.jpg 1739 p_4 hard
.\MVB_train\Image\1740_g_1.jpg 1740 g_1 hard
.\MVB_train\Image\1740_g_2.jpg 1740 g_2 hard
.\MVB_train\Image\1740_g_3.jpg 1740 g_3 hard
.\MVB_train\Image\1740_p_3.jpg 1740 p_3 hard
.\MVB_train\Image\1740_p_4.jpg 1740 p_4 hard
.\MVB_train\Image\1741_g_1.jpg 1741 g_1 paperboard
.\MVB_train\Image\1741_g_2.jpg 1741 g_2 paperboard
.\MVB_train\Image\1741_g_3.jpg 1741 g_3 paperboard
.\MVB_train\Image\1741_p_3.jpg 1741 p_3 paperboard
.\MVB_train\Image\1741_p_4.jpg 1741 p_4 paperboard
.\MVB_train\Image\1742_g_1.jpg 1742 g_1 hard
.\MVB_train\Image\1742_g_2.jpg 1742 g_2 hard
.\MVB_train\Image\1742_g_3.jpg 1742 g_3 hard
.\MVB_train\Image\1742_p_1.jpg 1742 p_1 hard
.\MVB_train\Image\1742_p_2.jpg 1742 p_2 hard
.\MVB_train\Image\1742_p_3.jpg 1742 p_3 hard
.\MVB_train\Image\1742_p_4.jpg 1742 p_4 hard
.\MVB_train\Image\1743_g_2.jpg 1743 g_2 hard
.\MVB_train\Image\1743_p_1.jpg 1743 p_1 hard
.\MVB_train\Image\1743_p_4.jpg 1743 p_4 hard
.\MVB_train\Image\1744_g_1.jpg 1744 g_1 hard
.\MVB_train\Image\1744_g_2.jpg 1744 g_2 hard
.\MVB_train\Image\1744_g_3.jpg 1744 g_3 hard
.\MVB_train\Image\1744_p_1.jpg 1744 p_1 hard
.\MVB_train\Image\1744_p_3.jpg 1744 p_3 hard
.\MVB_train\Image\1744_p_4.jpg 1744 p_4 hard
.\MVB_train\Image\1745_g_1.jpg 1745 g_1 hard
.\MVB_train\Image\1745_g_2.jpg 1745 g_2 hard
.\MVB_train\Image\1745_g_3.jpg 1745 g_3 hard
.\MVB_train\Image\1745_p_3.jpg 1745 p_3 hard
.\MVB_train\Image\1745_p_4.jpg 1745 p_4 hard
.\MVB_train\Image\1746_g_1.jpg 1746 g_1 hard
.\MVB_train\Image\1746_g_2.jpg 1746 g_2 hard
.\MVB_train\Image\1746_g_3.jpg 1746 g_3 hard
.\MVB_train\Image\1746_p_2.jpg 1746 p_2 hard
.\MVB_train\Image\1746_p_3.jpg 1746 p_3 hard
.\MVB_train\Image\1746_p_4.jpg 1746 p_4 hard
.\MVB_train\Image\1747_g_1.jpg 1747 g_1 hard
.\MVB_train\Image\1747_g_2.jpg 1747 g_2 hard
.\MVB_train\Image\1747_g_3.jpg 1747 g_3 hard
.\MVB_train\Image\1747_p_1.jpg 1747 p_1 hard
.\MVB_train\Image\1747_p_2.jpg 1747 p_2 hard
.\MVB_train\Image\1747_p_3.jpg 1747 p_3 hard
.\MVB_train\Image\1748_g_1.jpg 1748 g_1 others
.\MVB_train\Image\1748_g_2.jpg 1748 g_2 others
.\MVB_train\Image\1748_g_3.jpg 1748 g_3 others
.\MVB_train\Image\1748_p_3.jpg 1748 p_3 others
.\MVB_train\Image\1748_p_4.jpg 1748 p_4 others
.\MVB_train\Image\1749_g_1.jpg 1749 g_1 hard
.\MVB_train\Image\1749_g_2.jpg 1749 g_2 hard
.\MVB_train\Image\1749_g_3.jpg 1749 g_3 hard
.\MVB_train\Image\1749_p_2.jpg 1749 p_2 hard
.\MVB_train\Image\1749_p_3.jpg 1749 p_3 hard
.\MVB_train\Image\1749_p_4.jpg 1749 p_4 hard
.\MVB_train\Image\1750_g_1.jpg 1750 g_1 hard
.\MVB_train\Image\1750_g_2.jpg 1750 g_2 hard
.\MVB_train\Image\1750_g_3.jpg 1750 g_3 hard
.\MVB_train\Image\1750_p_3.jpg 1750 p_3 hard
.\MVB_train\Image\1750_p_4.jpg 1750 p_4 hard
.\MVB_train\Image\1751_g_1.jpg 1751 g_1 paperboard
.\MVB_train\Image\1751_g_2.jpg 1751 g_2 paperboard
.\MVB_train\Image\1751_g_3.jpg 1751 g_3 paperboard
.\MVB_train\Image\1751_p_3.jpg 1751 p_3 paperboard
.\MVB_train\Image\1751_p_4.jpg 1751 p_4 paperboard
.\MVB_train\Image\1752_g_1.jpg 1752 g_1 hard
.\MVB_train\Image\1752_g_2.jpg 1752 g_2 hard
.\MVB_train\Image\1752_g_3.jpg 1752 g_3 hard
.\MVB_train\Image\1752_p_3.jpg 1752 p_3 hard
.\MVB_train\Image\1752_p_4.jpg 1752 p_4 hard
.\MVB_train\Image\1753_g_1.jpg 1753 g_1 hard
.\MVB_train\Image\1753_g_2.jpg 1753 g_2 hard
.\MVB_train\Image\1753_g_3.jpg 1753 g_3 hard
.\MVB_train\Image\1753_p_3.jpg 1753 p_3 hard
.\MVB_train\Image\1753_p_4.jpg 1753 p_4 hard
.\MVB_train\Image\1754_g_1.jpg 1754 g_1 hard
.\MVB_train\Image\1754_g_2.jpg 1754 g_2 hard
.\MVB_train\Image\1754_g_3.jpg 1754 g_3 hard
.\MVB_train\Image\1754_p_3.jpg 1754 p_3 hard
.\MVB_train\Image\1754_p_4.jpg 1754 p_4 hard
.\MVB_train\Image\1755_g_1.jpg 1755 g_1 soft
.\MVB_train\Image\1755_g_2.jpg 1755 g_2 soft
.\MVB_train\Image\1755_g_3.jpg 1755 g_3 soft
.\MVB_train\Image\1755_p_3.jpg 1755 p_3 soft
.\MVB_train\Image\1755_p_4.jpg 1755 p_4 soft
.\MVB_train\Image\1756_g_1.jpg 1756 g_1 hard
.\MVB_train\Image\1756_g_2.jpg 1756 g_2 hard
.\MVB_train\Image\1756_g_3.jpg 1756 g_3 hard
.\MVB_train\Image\1756_p_3.jpg 1756 p_3 hard
.\MVB_train\Image\1756_p_4.jpg 1756 p_4 hard
.\MVB_train\Image\1757_g_1.jpg 1757 g_1 others
.\MVB_train\Image\1757_g_2.jpg 1757 g_2 others
.\MVB_train\Image\1757_g_3.jpg 1757 g_3 others
.\MVB_train\Image\1757_p_3.jpg 1757 p_3 others
.\MVB_train\Image\1757_p_4.jpg 1757 p_4 others
.\MVB_train\Image\1758_g_2.jpg 1758 g_2 hard
.\MVB_train\Image\1758_g_3.jpg 1758 g_3 hard
.\MVB_train\Image\1758_p_1.jpg 1758 p_1 hard
.\MVB_train\Image\1758_p_3.jpg 1758 p_3 hard
.\MVB_train\Image\1758_p_4.jpg 1758 p_4 hard
.\MVB_train\Image\1759_g_1.jpg 1759 g_1 others
.\MVB_train\Image\1759_g_2.jpg 1759 g_2 others
.\MVB_train\Image\1759_g_3.jpg 1759 g_3 others
.\MVB_train\Image\1759_p_4.jpg 1759 p_4 others
.\MVB_train\Image\1760_g_1.jpg 1760 g_1 soft
.\MVB_train\Image\1760_g_2.jpg 1760 g_2 soft
.\MVB_train\Image\1760_g_3.jpg 1760 g_3 soft
.\MVB_train\Image\1760_p_3.jpg 1760 p_3 soft
.\MVB_train\Image\1760_p_4.jpg 1760 p_4 soft
.\MVB_train\Image\1761_g_1.jpg 1761 g_1 others
.\MVB_train\Image\1761_g_2.jpg 1761 g_2 others
.\MVB_train\Image\1761_g_3.jpg 1761 g_3 others
.\MVB_train\Image\1761_p_4.jpg 1761 p_4 others
.\MVB_train\Image\1762_g_1.jpg 1762 g_1 hard
.\MVB_train\Image\1762_g_2.jpg 1762 g_2 hard
.\MVB_train\Image\1762_g_3.jpg 1762 g_3 hard
.\MVB_train\Image\1762_p_3.jpg 1762 p_3 hard
.\MVB_train\Image\1762_p_4.jpg 1762 p_4 hard
.\MVB_train\Image\1763_g_1.jpg 1763 g_1 hard
.\MVB_train\Image\1763_g_2.jpg 1763 g_2 hard
.\MVB_train\Image\1763_g_3.jpg 1763 g_3 hard
.\MVB_train\Image\1763_p_3.jpg 1763 p_3 hard
.\MVB_train\Image\1764_g_1.jpg 1764 g_1 hard
.\MVB_train\Image\1764_g_2.jpg 1764 g_2 hard
.\MVB_train\Image\1764_g_3.jpg 1764 g_3 hard
.\MVB_train\Image\1764_p_3.jpg 1764 p_3 hard
.\MVB_train\Image\1764_p_4.jpg 1764 p_4 hard
.\MVB_train\Image\1765_g_1.jpg 1765 g_1 hard
.\MVB_train\Image\1765_g_2.jpg 1765 g_2 hard
.\MVB_train\Image\1765_g_3.jpg 1765 g_3 hard
.\MVB_train\Image\1765_p_3.jpg 1765 p_3 hard
.\MVB_train\Image\1765_p_4.jpg 1765 p_4 hard
.\MVB_train\Image\1766_g_2.jpg 1766 g_2 hard
.\MVB_train\Image\1766_g_3.jpg 1766 g_3 hard
.\MVB_train\Image\1766_p_4.jpg 1766 p_4 hard
.\MVB_train\Image\1767_g_1.jpg 1767 g_1 hard
.\MVB_train\Image\1767_g_2.jpg 1767 g_2 hard
.\MVB_train\Image\1767_g_3.jpg 1767 g_3 hard
.\MVB_train\Image\1767_p_1.jpg 1767 p_1 hard
.\MVB_train\Image\1767_p_4.jpg 1767 p_4 hard
.\MVB_train\Image\1768_g_1.jpg 1768 g_1 hard
.\MVB_train\Image\1768_g_2.jpg 1768 g_2 hard
.\MVB_train\Image\1768_g_3.jpg 1768 g_3 hard
.\MVB_train\Image\1768_p_3.jpg 1768 p_3 hard
.\MVB_train\Image\1768_p_4.jpg 1768 p_4 hard
.\MVB_train\Image\1769_g_1.jpg 1769 g_1 paperboard
.\MVB_train\Image\1769_g_2.jpg 1769 g_2 paperboard
.\MVB_train\Image\1769_g_3.jpg 1769 g_3 paperboard
.\MVB_train\Image\1769_p_3.jpg 1769 p_3 paperboard
.\MVB_train\Image\1769_p_4.jpg 1769 p_4 paperboard
.\MVB_train\Image\1770_g_1.jpg 1770 g_1 hard
.\MVB_train\Image\1770_g_2.jpg 1770 g_2 hard
.\MVB_train\Image\1770_g_3.jpg 1770 g_3 hard
.\MVB_train\Image\1770_p_3.jpg 1770 p_3 hard
.\MVB_train\Image\1771_g_1.jpg 1771 g_1 others
.\MVB_train\Image\1771_g_3.jpg 1771 g_3 others
.\MVB_train\Image\1771_p_3.jpg 1771 p_3 others
.\MVB_train\Image\1771_p_4.jpg 1771 p_4 others
.\MVB_train\Image\1772_g_1.jpg 1772 g_1 hard
.\MVB_train\Image\1772_g_2.jpg 1772 g_2 hard
.\MVB_train\Image\1772_g_3.jpg 1772 g_3 hard
.\MVB_train\Image\1772_p_3.jpg 1772 p_3 hard
.\MVB_train\Image\1772_p_4.jpg 1772 p_4 hard
.\MVB_train\Image\1773_g_1.jpg 1773 g_1 hard
.\MVB_train\Image\1773_g_2.jpg 1773 g_2 hard
.\MVB_train\Image\1773_g_3.jpg 1773 g_3 hard
.\MVB_train\Image\1773_p_3.jpg 1773 p_3 hard
.\MVB_train\Image\1773_p_4.jpg 1773 p_4 hard
.\MVB_train\Image\1774_g_2.jpg 1774 g_2 hard
.\MVB_train\Image\1774_g_3.jpg 1774 g_3 hard
.\MVB_train\Image\1774_p_3.jpg 1774 p_3 hard
.\MVB_train\Image\1774_p_4.jpg 1774 p_4 hard
.\MVB_train\Image\1775_g_1.jpg 1775 g_1 hard
.\MVB_train\Image\1775_g_2.jpg 1775 g_2 hard
.\MVB_train\Image\1775_g_3.jpg 1775 g_3 hard
.\MVB_train\Image\1775_p_1.jpg 1775 p_1 hard
.\MVB_train\Image\1775_p_2.jpg 1775 p_2 hard
.\MVB_train\Image\1775_p_3.jpg 1775 p_3 hard
.\MVB_train\Image\1775_p_4.jpg 1775 p_4 hard
.\MVB_train\Image\1776_g_2.jpg 1776 g_2 hard
.\MVB_train\Image\1776_g_3.jpg 1776 g_3 hard
.\MVB_train\Image\1776_p_3.jpg 1776 p_3 hard
.\MVB_train\Image\1776_p_4.jpg 1776 p_4 hard
.\MVB_train\Image\1777_g_2.jpg 1777 g_2 hard
.\MVB_train\Image\1777_g_3.jpg 1777 g_3 hard
.\MVB_train\Image\1777_p_1.jpg 1777 p_1 hard
.\MVB_train\Image\1777_p_3.jpg 1777 p_3 hard
.\MVB_train\Image\1777_p_4.jpg 1777 p_4 hard
.\MVB_train\Image\1778_g_2.jpg 1778 g_2 soft
.\MVB_train\Image\1778_p_3.jpg 1778 p_3 soft
.\MVB_train\Image\1778_p_4.jpg 1778 p_4 soft
.\MVB_train\Image\1779_g_1.jpg 1779 g_1 hard
.\MVB_train\Image\1779_g_2.jpg 1779 g_2 hard
.\MVB_train\Image\1779_g_3.jpg 1779 g_3 hard
.\MVB_train\Image\1779_p_1.jpg 1779 p_1 hard
.\MVB_train\Image\1779_p_2.jpg 1779 p_2 hard
.\MVB_train\Image\1779_p_3.jpg 1779 p_3 hard
.\MVB_train\Image\1780_g_2.jpg 1780 g_2 hard
.\MVB_train\Image\1780_g_3.jpg 1780 g_3 hard
.\MVB_train\Image\1780_p_1.jpg 1780 p_1 hard
.\MVB_train\Image\1780_p_3.jpg 1780 p_3 hard
.\MVB_train\Image\1781_g_2.jpg 1781 g_2 hard
.\MVB_train\Image\1781_g_3.jpg 1781 g_3 hard
.\MVB_train\Image\1781_p_1.jpg 1781 p_1 hard
.\MVB_train\Image\1781_p_2.jpg 1781 p_2 hard
.\MVB_train\Image\1781_p_4.jpg 1781 p_4 hard
.\MVB_train\Image\1782_g_1.jpg 1782 g_1 hard
.\MVB_train\Image\1782_p_1.jpg 1782 p_1 hard
.\MVB_train\Image\1782_p_2.jpg 1782 p_2 hard
.\MVB_train\Image\1782_p_3.jpg 1782 p_3 hard
.\MVB_train\Image\1783_g_1.jpg 1783 g_1 hard
.\MVB_train\Image\1783_g_2.jpg 1783 g_2 hard
.\MVB_train\Image\1783_g_3.jpg 1783 g_3 hard
.\MVB_train\Image\1783_p_3.jpg 1783 p_3 hard
.\MVB_train\Image\1784_g_1.jpg 1784 g_1 hard
.\MVB_train\Image\1784_g_2.jpg 1784 g_2 hard
.\MVB_train\Image\1784_g_3.jpg 1784 g_3 hard
.\MVB_train\Image\1784_p_2.jpg 1784 p_2 hard
.\MVB_train\Image\1784_p_3.jpg 1784 p_3 hard
.\MVB_train\Image\1785_g_1.jpg 1785 g_1 soft
.\MVB_train\Image\1785_g_2.jpg 1785 g_2 soft
.\MVB_train\Image\1785_g_3.jpg 1785 g_3 soft
.\MVB_train\Image\1785_p_2.jpg 1785 p_2 soft
.\MVB_train\Image\1785_p_3.jpg 1785 p_3 soft
.\MVB_train\Image\1786_g_1.jpg 1786 g_1 hard
.\MVB_train\Image\1786_g_2.jpg 1786 g_2 hard
.\MVB_train\Image\1786_g_3.jpg 1786 g_3 hard
.\MVB_train\Image\1786_p_3.jpg 1786 p_3 hard
.\MVB_train\Image\1786_p_4.jpg 1786 p_4 hard
.\MVB_train\Image\1787_g_1.jpg 1787 g_1 hard
.\MVB_train\Image\1787_g_2.jpg 1787 g_2 hard
.\MVB_train\Image\1787_g_3.jpg 1787 g_3 hard
.\MVB_train\Image\1787_p_1.jpg 1787 p_1 hard
.\MVB_train\Image\1787_p_3.jpg 1787 p_3 hard
.\MVB_train\Image\1788_g_1.jpg 1788 g_1 hard
.\MVB_train\Image\1788_g_2.jpg 1788 g_2 hard
.\MVB_train\Image\1788_g_3.jpg 1788 g_3 hard
.\MVB_train\Image\1788_p_3.jpg 1788 p_3 hard
.\MVB_train\Image\1789_g_1.jpg 1789 g_1 hard
.\MVB_train\Image\1789_g_2.jpg 1789 g_2 hard
.\MVB_train\Image\1789_g_3.jpg 1789 g_3 hard
.\MVB_train\Image\1789_p_4.jpg 1789 p_4 hard
.\MVB_train\Image\1790_g_1.jpg 1790 g_1 hard
.\MVB_train\Image\1790_g_2.jpg 1790 g_2 hard
.\MVB_train\Image\1790_g_3.jpg 1790 g_3 hard
.\MVB_train\Image\1790_p_1.jpg 1790 p_1 hard
.\MVB_train\Image\1790_p_2.jpg 1790 p_2 hard
.\MVB_train\Image\1790_p_3.jpg 1790 p_3 hard
.\MVB_train\Image\1791_g_1.jpg 1791 g_1 hard
.\MVB_train\Image\1791_g_2.jpg 1791 g_2 hard
.\MVB_train\Image\1791_g_3.jpg 1791 g_3 hard
.\MVB_train\Image\1791_p_3.jpg 1791 p_3 hard
.\MVB_train\Image\1791_p_4.jpg 1791 p_4 hard
.\MVB_train\Image\1792_g_1.jpg 1792 g_1 soft
.\MVB_train\Image\1792_g_2.jpg 1792 g_2 soft
.\MVB_train\Image\1792_g_3.jpg 1792 g_3 soft
.\MVB_train\Image\1792_p_1.jpg 1792 p_1 soft
.\MVB_train\Image\1792_p_2.jpg 1792 p_2 soft
.\MVB_train\Image\1793_g_1.jpg 1793 g_1 hard
.\MVB_train\Image\1793_g_2.jpg 1793 g_2 hard
.\MVB_train\Image\1793_g_3.jpg 1793 g_3 hard
.\MVB_train\Image\1793_p_1.jpg 1793 p_1 hard
.\MVB_train\Image\1794_g_1.jpg 1794 g_1 hard
.\MVB_train\Image\1794_g_2.jpg 1794 g_2 hard
.\MVB_train\Image\1794_g_3.jpg 1794 g_3 hard
.\MVB_train\Image\1794_p_1.jpg 1794 p_1 hard
.\MVB_train\Image\1794_p_2.jpg 1794 p_2 hard
.\MVB_train\Image\1794_p_4.jpg 1794 p_4 hard
.\MVB_train\Image\1795_g_1.jpg 1795 g_1 hard
.\MVB_train\Image\1795_g_2.jpg 1795 g_2 hard
.\MVB_train\Image\1795_g_3.jpg 1795 g_3 hard
.\MVB_train\Image\1795_p_4.jpg 1795 p_4 hard
.\MVB_train\Image\1796_g_1.jpg 1796 g_1 soft
.\MVB_train\Image\1796_g_2.jpg 1796 g_2 soft
.\MVB_train\Image\1796_g_3.jpg 1796 g_3 soft
.\MVB_train\Image\1796_p_1.jpg 1796 p_1 soft
.\MVB_train\Image\1796_p_3.jpg 1796 p_3 soft
.\MVB_train\Image\1796_p_4.jpg 1796 p_4 soft
.\MVB_train\Image\1797_g_1.jpg 1797 g_1 hard
.\MVB_train\Image\1797_g_2.jpg 1797 g_2 hard
.\MVB_train\Image\1797_g_3.jpg 1797 g_3 hard
.\MVB_train\Image\1797_p_2.jpg 1797 p_2 hard
.\MVB_train\Image\1797_p_3.jpg 1797 p_3 hard
.\MVB_train\Image\1797_p_4.jpg 1797 p_4 hard
.\MVB_train\Image\1798_g_2.jpg 1798 g_2 hard
.\MVB_train\Image\1798_g_3.jpg 1798 g_3 hard
.\MVB_train\Image\1798_p_1.jpg 1798 p_1 hard
.\MVB_train\Image\1798_p_4.jpg 1798 p_4 hard
.\MVB_train\Image\1799_g_1.jpg 1799 g_1 soft
.\MVB_train\Image\1799_g_2.jpg 1799 g_2 soft
.\MVB_train\Image\1799_g_3.jpg 1799 g_3 soft
.\MVB_train\Image\1799_p_1.jpg 1799 p_1 soft
.\MVB_train\Image\1799_p_2.jpg 1799 p_2 soft
.\MVB_train\Image\1800_g_1.jpg 1800 g_1 hard
.\MVB_train\Image\1800_g_2.jpg 1800 g_2 hard
.\MVB_train\Image\1800_g_3.jpg 1800 g_3 hard
.\MVB_train\Image\1800_p_1.jpg 1800 p_1 hard
.\MVB_train\Image\1800_p_4.jpg 1800 p_4 hard
.\MVB_train\Image\1801_g_1.jpg 1801 g_1 hard
.\MVB_train\Image\1801_g_2.jpg 1801 g_2 hard
.\MVB_train\Image\1801_g_3.jpg 1801 g_3 hard
.\MVB_train\Image\1801_p_1.jpg 1801 p_1 hard
.\MVB_train\Image\1801_p_3.jpg 1801 p_3 hard
.\MVB_train\Image\1801_p_4.jpg 1801 p_4 hard
.\MVB_train\Image\1802_g_1.jpg 1802 g_1 hard
.\MVB_train\Image\1802_g_2.jpg 1802 g_2 hard
.\MVB_train\Image\1802_g_3.jpg 1802 g_3 hard
.\MVB_train\Image\1802_p_1.jpg 1802 p_1 hard
.\MVB_train\Image\1802_p_3.jpg 1802 p_3 hard
.\MVB_train\Image\1803_g_1.jpg 1803 g_1 hard
.\MVB_train\Image\1803_g_2.jpg 1803 g_2 hard
.\MVB_train\Image\1803_g_3.jpg 1803 g_3 hard
.\MVB_train\Image\1803_p_1.jpg 1803 p_1 hard
.\MVB_train\Image\1803_p_2.jpg 1803 p_2 hard
.\MVB_train\Image\1803_p_3.jpg 1803 p_3 hard
.\MVB_train\Image\1803_p_4.jpg 1803 p_4 hard
.\MVB_train\Image\1804_g_1.jpg 1804 g_1 hard
.\MVB_train\Image\1804_g_2.jpg 1804 g_2 hard
.\MVB_train\Image\1804_g_3.jpg 1804 g_3 hard
.\MVB_train\Image\1804_p_1.jpg 1804 p_1 hard
.\MVB_train\Image\1804_p_4.jpg 1804 p_4 hard
.\MVB_train\Image\1805_g_1.jpg 1805 g_1 soft
.\MVB_train\Image\1805_g_2.jpg 1805 g_2 soft
.\MVB_train\Image\1805_g_3.jpg 1805 g_3 soft
.\MVB_train\Image\1805_p_3.jpg 1805 p_3 soft
.\MVB_train\Image\1805_p_4.jpg 1805 p_4 soft
.\MVB_train\Image\1806_g_1.jpg 1806 g_1 hard
.\MVB_train\Image\1806_g_2.jpg 1806 g_2 hard
.\MVB_train\Image\1806_g_3.jpg 1806 g_3 hard
.\MVB_train\Image\1806_p_2.jpg 1806 p_2 hard
.\MVB_train\Image\1806_p_3.jpg 1806 p_3 hard
.\MVB_train\Image\1806_p_4.jpg 1806 p_4 hard
.\MVB_train\Image\1807_g_1.jpg 1807 g_1 hard
.\MVB_train\Image\1807_g_2.jpg 1807 g_2 hard
.\MVB_train\Image\1807_g_3.jpg 1807 g_3 hard
.\MVB_train\Image\1807_p_1.jpg 1807 p_1 hard
.\MVB_train\Image\1807_p_2.jpg 1807 p_2 hard
.\MVB_train\Image\1807_p_4.jpg 1807 p_4 hard
.\MVB_train\Image\1808_g_1.jpg 1808 g_1 hard
.\MVB_train\Image\1808_g_2.jpg 1808 g_2 hard
.\MVB_train\Image\1808_g_3.jpg 1808 g_3 hard
.\MVB_train\Image\1808_p_1.jpg 1808 p_1 hard
.\MVB_train\Image\1808_p_2.jpg 1808 p_2 hard
.\MVB_train\Image\1808_p_3.jpg 1808 p_3 hard
.\MVB_train\Image\1808_p_4.jpg 1808 p_4 hard
.\MVB_train\Image\1809_g_1.jpg 1809 g_1 hard
.\MVB_train\Image\1809_g_2.jpg 1809 g_2 hard
.\MVB_train\Image\1809_g_3.jpg 1809 g_3 hard
.\MVB_train\Image\1809_p_2.jpg 1809 p_2 hard
.\MVB_train\Image\1809_p_3.jpg 1809 p_3 hard
.\MVB_train\Image\1809_p_4.jpg 1809 p_4 hard
.\MVB_train\Image\1810_g_1.jpg 1810 g_1 hard
.\MVB_train\Image\1810_g_2.jpg 1810 g_2 hard
.\MVB_train\Image\1810_g_3.jpg 1810 g_3 hard
.\MVB_train\Image\1810_p_3.jpg 1810 p_3 hard
.\MVB_train\Image\1810_p_4.jpg 1810 p_4 hard
.\MVB_train\Image\1811_g_1.jpg 1811 g_1 soft
.\MVB_train\Image\1811_g_2.jpg 1811 g_2 soft
.\MVB_train\Image\1811_g_3.jpg 1811 g_3 soft
.\MVB_train\Image\1811_p_3.jpg 1811 p_3 soft
.\MVB_train\Image\1811_p_4.jpg 1811 p_4 soft
.\MVB_train\Image\1812_g_1.jpg 1812 g_1 others
.\MVB_train\Image\1812_g_2.jpg 1812 g_2 others
.\MVB_train\Image\1812_g_3.jpg 1812 g_3 others
.\MVB_train\Image\1812_p_3.jpg 1812 p_3 others
.\MVB_train\Image\1812_p_4.jpg 1812 p_4 others
.\MVB_train\Image\1813_g_1.jpg 1813 g_1 hard
.\MVB_train\Image\1813_g_2.jpg 1813 g_2 hard
.\MVB_train\Image\1813_g_3.jpg 1813 g_3 hard
.\MVB_train\Image\1813_p_2.jpg 1813 p_2 hard
.\MVB_train\Image\1814_g_1.jpg 1814 g_1 soft
.\MVB_train\Image\1814_g_2.jpg 1814 g_2 soft
.\MVB_train\Image\1814_g_3.jpg 1814 g_3 soft
.\MVB_train\Image\1814_p_3.jpg 1814 p_3 soft
.\MVB_train\Image\1814_p_4.jpg 1814 p_4 soft
.\MVB_train\Image\1815_g_1.jpg 1815 g_1 hard
.\MVB_train\Image\1815_g_2.jpg 1815 g_2 hard
.\MVB_train\Image\1815_g_3.jpg 1815 g_3 hard
.\MVB_train\Image\1815_p_2.jpg 1815 p_2 hard
.\MVB_train\Image\1815_p_3.jpg 1815 p_3 hard
.\MVB_train\Image\1816_g_1.jpg 1816 g_1 hard
.\MVB_train\Image\1816_g_2.jpg 1816 g_2 hard
.\MVB_train\Image\1816_g_3.jpg 1816 g_3 hard
.\MVB_train\Image\1816_p_1.jpg 1816 p_1 hard
.\MVB_train\Image\1816_p_2.jpg 1816 p_2 hard
